,loan_amnt,int_rate,grade,sub_grade,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,term_months,emp_length_yrs,fico_score,loan_to_income,credit_history_yrs,revol_util_bucket,log_annual_inc,log_revol_bal,int_rate_sq,addr_state_freq
122,10000.0,12.88,C,C2,RENT,60000.0,Verified,debt_consolidation,3.3,0.0,0.0,5.0,0.0,6727.0,64.1,42.0,w,Individual,2.0,0.0,36,0.0,717.0,0.16666666666666666,13.248459958932239,high,11.002116507732017,8.814033201652784,165.89440000000002,0.022244691607684528
7066,21600.0,13.18,C,C3,MORTGAGE,85000.0,Not Verified,debt_consolidation,34.02,2.0,1.0,17.0,2.0,35247.0,63.5,27.0,w,Individual,2.0,0.0,60,1.0,697.0,0.2541176470588235,19.665982203969882,high,11.350418300109132,10.470164069042124,173.7124,0.0021345916189192226
9668,10000.0,10.64,B,B4,MORTGAGE,87000.0,Source Verified,major_purchase,12.23,1.0,0.0,6.0,0.0,12128.0,28.1,29.0,w,Individual,3.0,0.0,60,10.0,682.0,0.11494252873563218,14.499657768651609,low,11.373674891823535,9.40335455830888,113.20960000000001,0.022244691607684528
3139,11800.0,15.77,D,D1,MORTGAGE,75000.0,Not Verified,debt_consolidation,21.86,5.0,1.0,17.0,0.0,13530.0,84.0,37.0,w,Individual,1.0,0.0,36,10.0,672.0,0.15733333333333333,22.751540041067763,high,11.225256725762893,9.512738628263644,248.69289999999998,0.013481631277384564
3640,23500.0,9.8,B,B3,MORTGAGE,84700.0,Verified,credit_card,23.83,0.0,1.0,17.0,0.0,29097.0,66.6,27.0,w,Individual,2.0,0.0,36,,677.0,0.27744982290436837,20.752908966461327,high,11.346882686945893,10.278424722275334,96.04000000000002,0.08133917537355353
8837,5000.0,5.32,A,A1,OWN,110000.0,Not Verified,debt_consolidation,19.7,0.0,0.0,17.0,0.0,53108.0,70.3,28.0,w,Individual,5.0,0.0,36,10.0,722.0,0.045454545454545456,37.16632443531827,high,11.608244735642321,10.880101684393388,28.302400000000002,0.03538928210313448
5904,5925.0,17.97,D,D4,RENT,23000.0,Verified,debt_consolidation,17.28,0.0,3.0,7.0,2.0,3317.0,48.8,15.0,w,Individual,0.0,0.0,36,10.0,662.0,0.2576086956521739,10.99794661190965,medium,10.043292972227004,8.10711747075039,322.92089999999996,0.029771935737557577
2115,9550.0,17.97,D,D4,MORTGAGE,64627.0,Verified,debt_consolidation,36.04,0.0,1.0,16.0,0.0,46080.0,89.5,32.0,w,Individual,3.0,0.0,36,,662.0,0.14777105544122426,18.99794661190965,high,11.07640303239672,10.73815599652319,322.92089999999996,0.003595101673969217
6060,2800.0,9.17,B,B2,OWN,36000.0,Not Verified,credit_card,13.9,0.0,0.0,8.0,0.0,15746.0,72.6,13.0,w,Individual,3.0,0.0,36,10.0,702.0,0.07777777777777778,18.247775496235455,high,10.491301994830229,9.664405149920409,84.0889,0.013481631277384564
1498,15000.0,7.49,A,A4,MORTGAGE,76000.0,Not Verified,debt_consolidation,9.33,0.0,0.0,7.0,0.0,17040.0,58.4,19.0,w,Individual,2.0,0.0,36,,702.0,0.19736842105263158,40.0,medium,11.23850177707664,9.743377484107393,56.100100000000005,0.01820020222446916
6936,24000.0,14.85,C,C5,OWN,110000.0,Verified,debt_consolidation,18.23,0.0,1.0,11.0,0.0,51026.0,99.5,20.0,w,Individual,3.0,0.0,60,2.0,697.0,0.21818181818181817,13.828884325804244,maxed,11.608244735642321,10.840110183382201,220.52249999999998,0.022244691607684528
6927,10000.0,12.88,C,C2,RENT,150000.0,Verified,debt_consolidation,17.09,0.0,0.0,12.0,0.0,52791.0,82.9,33.0,w,Individual,2.0,0.0,36,8.0,687.0,0.06666666666666667,16.249144421629023,high,11.918397239722838,10.874114943063256,165.89440000000002,0.03078305808336142
1733,9600.0,11.99,C,C1,RENT,45000.0,Not Verified,debt_consolidation,37.81,0.0,0.0,15.0,1.0,11193.0,62.9,19.0,w,Individual,0.0,0.0,36,0.0,677.0,0.21333333333333335,11.416837782340862,high,10.714439990727769,9.323133199451304,143.7601,0.08077744073699585
9279,13000.0,11.99,C,C1,RENT,65000.0,Source Verified,debt_consolidation,14.77,0.0,0.0,13.0,1.0,9058.0,60.8,23.0,w,Individual,0.0,1.0,36,7.0,677.0,0.2,25.50034223134839,high,11.082157933374816,9.111514017669288,143.7601,0.020784181552634534
4555,22000.0,8.49,B,B1,MORTGAGE,110000.0,Source Verified,debt_consolidation,9.32,0.0,0.0,10.0,0.0,33220.0,76.9,23.0,w,Individual,3.0,0.0,60,10.0,702.0,0.2,14.82819986310746,high,11.608244735642321,10.410937485062203,72.0801,0.07257611504325356
9703,25200.0,13.18,C,C3,MORTGAGE,74000.0,Source Verified,credit_card,19.22,0.0,1.0,10.0,0.0,20200.0,63.5,49.0,w,Individual,3.0,0.0,60,7.0,687.0,0.34054054054054056,18.16563997262149,high,11.211833885608513,9.913487387114461,173.7124,0.1468374339961802
4691,12000.0,25.09,F,F4,MORTGAGE,104000.0,Verified,house,23.2,0.0,1.0,21.0,0.0,26949.0,59.2,28.0,w,Individual,1.0,0.0,60,1.0,687.0,0.11538461538461539,26.080766598220396,medium,11.552155793461898,10.201738576337142,629.5081,0.027749691045949893
2159,8000.0,13.44,C,C3,MORTGAGE,100000.0,Not Verified,debt_consolidation,9.7,0.0,0.0,13.0,0.0,15608.0,67.6,34.0,w,Individual,5.0,0.0,36,10.0,697.0,0.08,24.334017796030118,high,11.51293546492023,9.655602949958412,180.63359999999997,0.012695202786203797
5518,16000.0,8.49,B,B1,RENT,115000.0,Not Verified,debt_consolidation,13.16,1.0,0.0,9.0,0.0,7647.0,29.6,18.0,w,Individual,1.0,0.0,36,5.0,707.0,0.1391304347826087,12.668035592060233,low,11.652696102959753,8.942199454731236,72.0801,0.028423772609819122
2966,10000.0,6.49,A,A2,MORTGAGE,80000.0,Not Verified,debt_consolidation,22.17,0.0,2.0,16.0,0.0,15045.0,44.1,38.0,w,Individual,4.0,0.0,36,10.0,697.0,0.125,13.500342231348391,medium,11.289794413577894,9.618867454120167,42.1201,0.028423772609819122
6814,7000.0,6.99,A,A3,MORTGAGE,70000.0,Not Verified,debt_consolidation,23.73,0.0,0.0,22.0,0.0,9072.0,28.4,37.0,w,Individual,1.0,0.0,36,1.0,752.0,0.1,21.50034223134839,low,11.156264806643742,9.11305824916963,48.8601,0.008088978766430738
8318,3000.0,11.99,C,C1,OWN,60000.0,Source Verified,other,4.54,0.0,0.0,8.0,1.0,3193.0,31.0,30.0,w,Individual,2.0,1.0,36,10.0,677.0,0.05,19.33196440793977,medium,11.002116507732017,8.069029328774958,143.7601,0.07257611504325356
5478,8000.0,16.59,D,D2,MORTGAGE,191136.0,Source Verified,car,8.16,0.0,4.0,20.0,1.0,1675.0,5.4,31.0,w,Individual,3.0,1.0,36,10.0,747.0,0.04185501423070484,22.82819986310746,low,12.160745727395124,7.424165281042028,275.2281,0.013481631277384564
523,9975.0,23.13,F,F2,OWN,31200.0,Verified,other,21.14,0.0,0.0,10.0,0.0,9075.0,35.6,12.0,w,Individual,0.0,0.0,36,9.0,687.0,0.31971153846153844,34.5845311430527,medium,10.348205424565993,9.113388845899731,534.9969,0.1468374339961802
1612,15000.0,7.49,A,A4,MORTGAGE,54700.0,Source Verified,debt_consolidation,38.24,1.0,0.0,14.0,0.0,9109.0,15.7,35.0,w,Individual,0.0,0.0,36,10.0,757.0,0.2742230347349177,20.66803559206023,low,10.909637269778615,9.117127990254003,56.100100000000005,0.005392652510953826
1595,10000.0,11.99,C,C1,MORTGAGE,50000.0,Not Verified,debt_consolidation,15.05,0.0,2.0,5.0,0.0,8799.0,98.9,9.0,w,Individual,2.0,0.0,36,10.0,677.0,0.2,8.999315537303216,maxed,10.819798284210286,9.082507000466297,143.7601,0.029771935737557577
4621,8000.0,9.8,B,B3,RENT,100000.0,Not Verified,major_purchase,6.94,0.0,0.0,6.0,0.0,10683.0,28.9,11.0,w,Individual,0.0,0.0,36,3.0,762.0,0.08,28.0,low,11.51293546492023,9.276502574229852,96.04000000000002,0.027075609482080664
764,35000.0,11.99,C,C1,MORTGAGE,80000.0,Verified,credit_card,26.84,0.0,1.0,12.0,0.0,33364.0,32.5,21.0,w,Individual,2.0,0.0,60,10.0,727.0,0.4375,30.82819986310746,medium,11.289794413577894,10.415262725337707,143.7601,0.01752612066059993
9217,10000.0,5.32,A,A1,MORTGAGE,82000.0,Not Verified,debt_consolidation,13.48,0.0,0.0,14.0,0.0,15679.0,19.1,33.0,w,Individual,2.0,0.0,36,10.0,787.0,0.12195121951219512,18.751540041067763,low,11.314486721293981,9.660141293904399,28.302400000000002,0.004493877092461521
6096,15000.0,10.78,B,B4,MORTGAGE,88000.0,Not Verified,debt_consolidation,20.07,1.0,0.0,7.0,0.0,25632.0,94.9,28.0,w,Individual,2.0,0.0,60,5.0,702.0,0.17045454545454544,19.750855578370977,maxed,11.385103457032141,10.151635862839903,116.20839999999998,0.028423772609819122
1362,4500.0,16.59,D,D2,RENT,62275.0,Verified,credit_card,3.17,0.0,3.0,7.0,0.0,4702.0,34.1,34.0,w,Individual,0.0,0.0,36,0.0,717.0,0.07226013649136893,14.33264887063655,medium,11.039331397809566,8.455955881945048,275.2281,0.08077744073699585
1413,4500.0,9.8,B,B3,RENT,24000.0,Source Verified,credit_card,4.85,0.0,0.0,4.0,0.0,3436.0,25.3,6.0,w,Individual,0.0,0.0,36,7.0,742.0,0.1875,4.829568788501026,low,10.085850775128717,8.142354276849833,96.04000000000002,0.08133917537355353
724,30000.0,18.49,D,D5,MORTGAGE,103000.0,Verified,debt_consolidation,22.36,0.0,4.0,13.0,0.0,25530.0,49.0,33.0,w,Individual,6.0,0.0,60,0.0,677.0,0.2912621359223301,12.41889117043121,medium,11.542493975902508,10.147648679072807,341.88009999999997,0.08133917537355353
4675,21000.0,7.91,A,A5,MORTGAGE,110000.0,Not Verified,debt_consolidation,23.39,0.0,1.0,15.0,0.0,41373.0,51.0,35.0,f,Individual,6.0,0.0,36,3.0,707.0,0.19090909090909092,16.66803559206023,medium,11.608244735642321,10.630407943202995,62.5681,0.027749691045949893
6634,35000.0,12.88,C,C2,RENT,82000.0,Source Verified,credit_card,18.66,1.0,0.0,9.0,0.0,33977.0,79.3,16.0,w,Individual,0.0,0.0,36,9.0,662.0,0.4268292682926829,24.334017796030118,high,11.314486721293981,10.43346853534186,165.89440000000002,0.02617683406358836
2924,12000.0,21.48,E,E5,MORTGAGE,160000.0,Not Verified,other,18.09,2.0,0.0,14.0,0.0,24855.0,63.9,41.0,w,Individual,4.0,0.0,60,1.0,692.0,0.075,22.666666666666668,high,11.982935344196433,10.120854451072884,461.3904,0.08077744073699585
8397,12000.0,9.17,B,B2,RENT,175000.0,Source Verified,debt_consolidation,11.46,0.0,0.0,16.0,0.0,15319.0,56.9,24.0,w,Individual,0.0,0.0,36,3.0,677.0,0.06857142857142857,10.247775496235455,medium,12.072546967175038,9.636914443294582,84.0889,0.08133917537355353
9254,10000.0,19.99,E,E4,MORTGAGE,92000.0,Not Verified,debt_consolidation,1.81,0.0,1.0,4.0,0.0,7579.0,46.8,7.0,w,Individual,0.0,0.0,60,10.0,677.0,0.10869565217391304,15.915126625598905,medium,11.42955472553732,8.933268478636418,399.60009999999994,0.01820020222446916
8242,8475.0,16.99,D,D3,OWN,61000.0,Source Verified,debt_consolidation,9.33,1.0,1.0,16.0,1.0,5468.0,37.6,32.0,w,Individual,4.0,0.0,36,10.0,672.0,0.1389344262295082,15.416837782340862,medium,11.0186455364637,8.606851063346772,288.66009999999994,0.029771935737557577
7262,6000.0,10.78,B,B4,RENT,55000.0,Verified,debt_consolidation,11.15,0.0,1.0,14.0,0.0,4144.0,15.2,26.0,w,Individual,0.0,0.0,36,,692.0,0.10909090909090909,12.58590006844627,low,10.915106645867501,8.329658067569396,116.20839999999998,0.1468374339961802
3961,11500.0,7.91,A,A5,MORTGAGE,130200.0,Not Verified,debt_consolidation,21.56,0.0,0.0,16.0,0.0,49507.0,81.8,58.0,w,Individual,5.0,0.0,36,10.0,712.0,0.08832565284178187,32.082135523613964,high,11.776834689218662,10.809889551659912,62.5681,0.012021121222334568
2359,5000.0,17.97,D,D4,RENT,24500.0,Verified,debt_consolidation,24.55,0.0,0.0,8.0,0.0,13902.0,100.7,10.0,w,Individual,0.0,0.0,36,9.0,692.0,0.20408163265306123,21.913757700205338,maxed,10.106469212026385,9.539859923169542,322.92089999999996,0.022244691607684528
4704,11450.0,23.13,F,F2,RENT,53000.0,Verified,debt_consolidation,32.22,0.0,2.0,12.0,1.0,7625.0,18.2,38.0,w,Individual,0.0,1.0,60,10.0,727.0,0.2160377358490566,16.999315537303218,low,10.87806606028079,8.939318740417509,534.9969,0.013481631277384564
2699,9000.0,15.77,D,D1,MORTGAGE,28000.0,Verified,debt_consolidation,12.39,0.0,1.0,12.0,0.0,8958.0,42.9,32.0,w,Individual,3.0,0.0,36,10.0,677.0,0.32142857142857145,12.999315537303216,medium,10.239995502805314,9.100413892597578,248.69289999999998,0.004493877092461521
678,15000.0,5.32,A,A1,MORTGAGE,85000.0,Not Verified,debt_consolidation,13.56,1.0,0.0,12.0,0.0,18084.0,46.3,21.0,w,Individual,1.0,0.0,36,4.0,747.0,0.17647058823529413,21.08145106091718,medium,11.350418300109132,9.802838144386198,28.302400000000002,0.0024716324008538368
8774,29850.0,13.67,C,C4,OWN,73000.0,Not Verified,debt_consolidation,33.78,0.0,0.0,21.0,0.0,22896.0,21.5,45.0,w,Individual,1.0,0.0,60,10.0,802.0,0.4089041095890411,15.416837782340862,low,11.19822841866684,10.038761176593697,186.8689,0.02640152791821144
5600,13000.0,11.99,C,C1,MORTGAGE,112000.0,Source Verified,other,12.08,1.0,2.0,15.0,0.0,5682.0,50.7,28.0,w,Individual,1.0,0.0,36,7.0,722.0,0.11607142857142858,28.66803559206023,medium,11.626263078808801,8.645234541297121,143.7601,0.07257611504325356
7476,24000.0,10.64,B,B4,MORTGAGE,54000.0,Verified,debt_consolidation,19.62,1.0,0.0,8.0,0.0,4425.0,36.6,24.0,w,Individual,2.0,0.0,60,8.0,707.0,0.4444444444444444,16.082135523613964,medium,10.896757843893464,8.395251520610994,113.20960000000001,0.023592854735422986
9722,16000.0,5.32,A,A1,RENT,125000.0,Not Verified,credit_card,12.71,0.0,0.0,16.0,0.0,7383.0,29.2,28.0,w,Individual,0.0,0.0,36,1.0,742.0,0.128,9.91375770020534,low,11.736077016252437,8.907070776182687,28.302400000000002,0.03583866981238063
6225,6500.0,8.49,B,B1,MORTGAGE,80000.0,Not Verified,debt_consolidation,7.86,1.0,0.0,13.0,0.0,8639.0,45.2,30.0,w,Individual,2.0,0.0,36,4.0,697.0,0.08125,9.66735112936345,medium,11.289794413577894,9.064157861798101,72.0801,0.015054488259746096
2811,15000.0,9.17,B,B2,MORTGAGE,50000.0,Not Verified,debt_consolidation,18.44,0.0,0.0,14.0,0.0,16570.0,42.3,21.0,w,Individual,2.0,0.0,36,8.0,732.0,0.3,12.668035592060233,medium,10.819798284210286,9.715409458629793,84.0889,0.009437141894169195
9086,3500.0,13.67,C,C4,RENT,41000.0,Source Verified,debt_consolidation,13.5,0.0,0.0,3.0,0.0,4882.0,90.4,6.0,f,Individual,0.0,0.0,36,10.0,667.0,0.08536585365853659,10.666666666666666,maxed,10.62135173563291,8.49351506406166,186.8689,0.004493877092461521
6397,3125.0,19.48,E,E2,RENT,48000.0,Source Verified,debt_consolidation,3.43,0.0,0.0,6.0,0.0,2131.0,54.6,7.0,f,Individual,0.0,0.0,36,0.0,667.0,0.06510416666666667,6.751540041067762,medium,10.77897712300635,7.664815785285735,379.47040000000004,0.08077744073699585
428,21600.0,8.49,B,B1,MORTGAGE,60000.0,Verified,debt_consolidation,17.42,0.0,0.0,10.0,0.0,11037.0,67.7,22.0,w,Individual,1.0,0.0,36,2.0,687.0,0.36,8.082135523613964,high,11.002116507732017,9.309099143999447,72.0801,0.020784181552634534
9458,8800.0,17.57,D,D4,RENT,20000.0,Verified,credit_card,36.79,5.0,1.0,13.0,0.0,7998.0,44.2,27.0,w,Individual,0.0,0.0,36,,697.0,0.44,28.249144421629023,medium,9.903537551286169,8.987071812848821,308.7049,0.012695202786203797
8160,10000.0,6.24,A,A2,MORTGAGE,82500.0,Not Verified,credit_card,9.65,1.0,0.0,11.0,0.0,7142.0,19.9,36.0,w,Individual,5.0,0.0,36,1.0,702.0,0.12121212121212122,11.75085557837098,low,11.320565693461432,8.873888135154973,38.9376,0.0047185709470845974
148,7500.0,17.97,D,D4,OWN,15000.0,Source Verified,debt_consolidation,37.2,0.0,0.0,8.0,1.0,7933.0,66.7,14.0,w,Individual,0.0,1.0,36,10.0,687.0,0.5,17.333333333333332,high,9.61587214452889,8.978912601074276,322.92089999999996,0.07257611504325356
5252,16000.0,5.32,A,A1,RENT,115000.0,Not Verified,credit_card,12.26,0.0,2.0,16.0,0.0,421.0,0.7,37.0,w,Individual,2.0,0.0,36,1.0,812.0,0.1391304347826087,17.248459958932237,low,11.652696102959753,6.045005314036011,28.302400000000002,0.028423772609819122
7873,10000.0,9.17,B,B2,MORTGAGE,118000.0,Not Verified,debt_consolidation,7.07,0.0,0.0,9.0,0.0,9513.0,74.9,25.0,w,Individual,7.0,0.0,36,10.0,662.0,0.0847457627118644,16.752908966461327,high,11.678448377988163,9.160519676992227,84.0889,0.015054488259746096
6508,35000.0,13.99,C,C4,RENT,305000.0,Verified,house,23.65,0.0,0.0,11.0,0.0,41683.0,91.6,30.0,w,Individual,0.0,0.0,36,3.0,692.0,0.11475409836065574,15.080082135523615,maxed,12.628070334272698,10.637872641112319,195.7201,0.08077744073699585
5358,8400.0,12.88,C,C2,RENT,20000.0,Source Verified,debt_consolidation,26.11,0.0,1.0,5.0,1.0,2291.0,44.1,21.0,w,Individual,0.0,1.0,36,0.0,667.0,0.42,17.166324435318277,medium,9.903537551286169,7.73718007783463,165.89440000000002,0.07257611504325356
1903,20000.0,18.99,E,E1,MORTGAGE,65000.0,Not Verified,credit_card,20.2,0.0,2.0,9.0,0.0,18284.0,43.2,9.0,w,Individual,1.0,0.0,60,10.0,682.0,0.3076923076923077,5.9986310746064335,medium,11.082157933374816,9.81383633058348,360.6200999999999,0.01820020222446916
5825,26400.0,13.99,C,C4,MORTGAGE,60000.0,Not Verified,debt_consolidation,37.92,0.0,0.0,10.0,0.0,15257.0,44.0,27.0,w,Individual,4.0,0.0,36,9.0,752.0,0.44,14.080766598220396,medium,11.002116507732017,9.632859234650175,195.7201,0.005504999438265363
3272,5000.0,11.48,B,B5,RENT,60000.0,Verified,credit_card,18.65,0.0,2.0,9.0,1.0,12840.0,46.4,21.0,w,Individual,2.0,1.0,36,1.0,667.0,0.08333333333333333,22.080766598220396,medium,11.002116507732017,9.460398455831273,131.7904,0.005504999438265363
2408,8400.0,10.78,B,B4,MORTGAGE,70000.0,Verified,credit_card,17.4,0.0,2.0,12.0,0.0,7203.0,25.5,34.0,w,Individual,0.0,0.0,36,3.0,662.0,0.12,7.3319644079397674,low,11.156264806643742,8.882391706295847,116.20839999999998,0.022244691607684528
8767,5000.0,8.38,B,B1,MORTGAGE,63000.0,Source Verified,debt_consolidation,15.27,0.0,0.0,7.0,0.0,38956.0,44.4,17.0,w,Individual,2.0,0.0,36,10.0,687.0,0.07936507936507936,27.750855578370977,medium,11.050905878263567,10.570213752738272,70.22440000000002,0.07257611504325356
6061,25000.0,13.99,C,C4,MORTGAGE,73000.0,Source Verified,debt_consolidation,25.04,0.0,0.0,15.0,0.0,42304.0,78.2,31.0,w,Individual,2.0,0.0,60,7.0,712.0,0.3424657534246575,18.99794661190965,high,11.19822841866684,10.652660561358601,195.7201,0.1468374339961802
9039,27600.0,13.67,C,C4,MORTGAGE,156000.0,Verified,credit_card,25.46,0.0,0.0,15.0,0.0,118187.0,98.7,20.0,w,Individual,1.0,0.0,60,0.0,677.0,0.17692307692307693,23.665982203969882,maxed,11.957617696467539,11.680031855957703,186.8689,0.014942141332434558
2896,5000.0,6.99,A,A3,OWN,45000.0,Source Verified,credit_card,12.24,0.0,0.0,9.0,0.0,7545.0,49.0,13.0,w,Individual,0.0,0.0,36,5.0,702.0,0.1111111111111111,9.828884325804244,medium,10.714439990727769,8.928772900524255,48.8601,0.0047185709470845974
4023,7000.0,11.99,C,C1,RENT,51000.0,Not Verified,credit_card,3.39,0.0,1.0,22.0,3.0,4614.0,65.0,38.0,w,Individual,1.0,0.0,36,8.0,662.0,0.13725490196078433,11.75085557837098,high,10.839600519357369,8.437067146936952,143.7601,0.010560611167284574
8093,14400.0,14.48,C,C5,MORTGAGE,280000.0,Source Verified,credit_card,9.79,0.0,5.0,18.0,0.0,19475.0,57.4,45.0,w,Individual,6.0,0.0,36,10.0,677.0,0.05142857142857143,10.417522245037645,medium,12.54254845357358,9.876938217302591,209.6704,0.03583866981238063
8614,20000.0,7.26,A,A4,RENT,90000.0,Not Verified,medical,12.64,1.0,0.0,10.0,0.0,3463.0,9.3,18.0,w,Individual,0.0,0.0,36,5.0,757.0,0.2222222222222222,8.668035592060233,low,11.407576060361786,8.150179269682326,52.7076,0.02640152791821144
540,11000.0,7.91,A,A5,MORTGAGE,60000.0,Not Verified,other,28.36,0.0,1.0,16.0,0.0,16701.0,47.2,24.0,w,Individual,0.0,0.0,36,2.0,712.0,0.18333333333333332,13.500342231348391,medium,11.002116507732017,9.723283751713174,62.5681,0.03583866981238063
2463,25000.0,18.99,E,E1,MORTGAGE,37856.0,Verified,debt_consolidation,23.17,0.0,0.0,6.0,2.0,9624.0,89.1,13.0,w,Joint App,3.0,0.0,60,10.0,672.0,0.6603972950126796,19.247091033538673,high,10.54157118232102,9.172119159155985,360.6200999999999,0.022244691607684528
3896,8500.0,11.99,C,C1,RENT,39000.0,Not Verified,debt_consolidation,9.26,0.0,0.0,12.0,0.0,10617.0,81.7,19.0,w,Individual,0.0,0.0,36,1.0,672.0,0.21794871794871795,8.58590006844627,high,10.571342565808699,9.270305953143616,143.7601,0.00853836647567689
8593,3000.0,12.59,C,C2,RENT,66650.0,Source Verified,debt_consolidation,7.26,0.0,0.0,16.0,0.0,12029.0,72.5,33.0,w,Individual,0.0,0.0,36,2.0,662.0,0.0450112528132033,11.247091033538672,high,11.107225329245237,9.395158808968723,158.50809999999998,0.08077744073699585
8053,25000.0,17.57,D,D4,RENT,90000.0,Source Verified,debt_consolidation,37.11,0.0,2.0,10.0,0.0,12842.0,55.8,24.0,w,Individual,2.0,0.0,36,0.0,662.0,0.2777777777777778,15.16495550992471,medium,11.407576060361786,9.460554194813055,308.7049,0.1468374339961802
7580,13000.0,7.89,A,A5,MORTGAGE,170000.0,Not Verified,debt_consolidation,11.81,0.0,0.0,28.0,0.0,20401.0,15.7,57.0,w,Individual,6.0,0.0,60,10.0,787.0,0.07647058823529412,13.166324435318275,low,12.043559598368038,9.923388214242465,62.25209999999999,0.03583866981238063
2961,4000.0,9.8,B,B3,RENT,80000.0,Source Verified,debt_consolidation,4.79,1.0,0.0,12.0,0.0,10097.0,32.7,17.0,w,Individual,0.0,0.0,36,9.0,667.0,0.05,16.249144421629023,medium,11.289794413577894,9.22009266341886,96.04000000000002,0.08077744073699585
856,18250.0,19.89,E,E3,OWN,36500.0,Source Verified,debt_consolidation,27.52,0.0,1.0,25.0,0.0,12330.0,45.5,36.0,w,Individual,2.0,0.0,60,1.0,672.0,0.5,12.24914442162902,medium,10.505094936455558,9.41987169587053,395.6121,0.01752612066059993
7412,8000.0,13.18,C,C3,RENT,45000.0,Source Verified,debt_consolidation,25.81,1.0,0.0,16.0,0.0,10396.0,69.8,35.0,w,Individual,0.0,0.0,36,5.0,672.0,0.17777777777777778,10.751540041067761,high,10.714439990727769,9.24927258197797,173.7124,0.027075609482080664
5329,10000.0,17.27,D,D3,RENT,46800.0,Verified,small_business,11.69,2.0,1.0,11.0,0.0,4190.0,24.4,19.0,w,Individual,0.0,0.0,36,10.0,662.0,0.21367521367521367,11.416837782340862,low,10.753659849198822,8.340694647925071,298.2529,0.1468374339961802
2946,15000.0,11.48,B,B5,RENT,155000.0,Verified,debt_consolidation,13.76,1.0,1.0,10.0,0.0,9794.0,30.3,34.0,w,Individual,0.0,0.0,36,2.0,692.0,0.0967741935483871,19.080082135523615,medium,11.951186847493474,9.189627330378642,131.7904,0.1468374339961802
8707,12600.0,13.18,C,C3,MORTGAGE,60000.0,Verified,debt_consolidation,23.43,0.0,0.0,14.0,0.0,20912.0,83.0,21.0,w,Individual,0.0,0.0,60,8.0,692.0,0.21,20.829568788501028,high,11.002116507732017,9.948126254154507,173.7124,0.03583866981238063
6835,17000.0,9.17,B,B2,OWN,50000.0,Not Verified,credit_card,4.2,1.0,1.0,6.0,0.0,3643.0,58.8,21.0,w,Individual,2.0,0.0,36,3.0,662.0,0.34,12.58590006844627,medium,10.819798284210286,8.200837258379849,84.0889,0.07257611504325356
2040,35000.0,14.85,C,C5,MORTGAGE,125000.0,Source Verified,debt_consolidation,15.9,0.0,3.0,27.0,0.0,49769.0,63.0,30.0,w,Individual,1.0,0.0,36,4.0,662.0,0.28,18.417522245037645,high,11.736077016252437,10.815167671852599,220.52249999999998,0.027075609482080664
2647,1400.0,9.8,B,B3,MORTGAGE,42000.0,Not Verified,home_improvement,38.71,0.0,0.0,24.0,1.0,4882.0,23.6,50.0,w,Individual,2.0,1.0,36,10.0,682.0,0.03333333333333333,24.914442162902123,low,10.645448706505872,8.49351506406166,96.04000000000002,0.027749691045949893
2388,10000.0,13.44,C,C3,RENT,80000.0,Verified,credit_card,29.28,0.0,1.0,13.0,0.0,9140.0,87.9,23.0,w,Individual,0.0,0.0,36,5.0,672.0,0.125,9.08145106091718,high,11.289794413577894,9.12052506765382,180.63359999999997,0.012021121222334568
2725,9200.0,12.88,C,C2,MORTGAGE,50000.0,Source Verified,credit_card,23.16,0.0,0.0,10.0,0.0,15844.0,78.0,24.0,w,Individual,1.0,0.0,36,3.0,667.0,0.184,5.418206707734429,high,10.819798284210286,9.67060927212502,165.89440000000002,0.012695202786203797
2016,7200.0,14.85,C,C5,RENT,25958.0,Verified,debt_consolidation,18.4,0.0,1.0,9.0,0.0,6978.0,64.6,11.0,w,Individual,0.0,0.0,36,2.0,662.0,0.27737113799214114,10.33264887063655,high,10.164273649274849,8.850660919017152,220.52249999999998,0.004493877092461521
7462,20000.0,10.64,B,B4,MORTGAGE,93875.0,Source Verified,credit_card,10.29,1.0,0.0,11.0,0.0,3915.0,38.8,30.0,w,Individual,1.0,0.0,60,3.0,687.0,0.21304926764314247,11.83025325119781,medium,11.44973004147308,8.272826003650401,113.20960000000001,0.08077744073699585
2873,15000.0,8.49,B,B1,MORTGAGE,36000.0,Not Verified,debt_consolidation,28.43,1.0,1.0,14.0,0.0,18114.0,35.2,44.0,w,Individual,5.0,0.0,36,10.0,732.0,0.4166666666666667,19.750855578370977,medium,10.491301994830229,9.804495603329178,72.0801,0.00853836647567689
8098,12475.0,13.67,C,C4,RENT,52000.0,Source Verified,debt_consolidation,18.06,5.0,0.0,11.0,1.0,4695.0,33.1,27.0,w,Individual,3.0,1.0,36,7.0,687.0,0.23990384615384616,11.331964407939767,medium,10.859018228147885,8.454466361507933,186.8689,0.017189079878665317
2929,23050.0,12.88,C,C2,RENT,60000.0,Not Verified,debt_consolidation,33.78,0.0,0.0,17.0,0.0,35951.0,84.4,35.0,w,Individual,0.0,0.0,36,3.0,682.0,0.38416666666666666,24.501026694045173,high,11.002116507732017,10.48993999442511,165.89440000000002,0.1468374339961802
